id,product_A_sold_in_the_past,product_B_sold_in_the_past,cust_hitrate,cust_interactions,cust_contracts,product_A_recommended,product_A,product_C,product_D,opp_month,opp_old,competitor_Z,competitor_X,competitor_Y,cust_in_iberia,target_variable
380,0.10471,-0.18221,-0.48262,0.6318,-0.85713,-0.0422,0.29705,0.00307,-0.03214,-0.64663,-0.21494,0,0,0,1,0
381,-0.50076,-1.41568,1.83204,0.48855,-0.88642,1.54625,0.83167,-0.00982,-0.04011,1.84911,0.41827,0,0,0,0,0
382,-0.84335,-1.33697,1.05244,0.51143,-0.91977,-1.25073,0.29537,0.01063,-0.09337,0.44989,-0.34082,1,0,0,1,0
383,-1.04524,-0.49338,0.27006,0.50022,-1.20877,-0.51214,-0.41268,-0.01074,-0.10295,-1.42182,-2.44459,1,0,1,0,0
384,-0.82861,-0.40638,0.92159,0.5375,1.38452,-0.20122,-0.89599,0.10429,-0.09027,-0.40001,-2.43134,0,1,0,0,0
385,-0.38808,-0.39494,0.98472,0.42897,0.5423,0.25156,-0.34897,-0.00766,-0.07616,-0.83514,-0.60475,0,0,0,1,0
386,0.30004,-0.91338,-0.35116,0.18523,-0.2768,0.91437,0.21413,-0.16582,-0.02167,-0.63533,-0.54098,1,0,0,1,1
387,0.99263,-0.32787,-0.55297,0.52353,1.05102,-0.11952,-0.41608,0.14301,-0.07979,-1.7295,0.97647,1,0,1,0,0
388,2.65693,-0.56138,0.16251,1.41921,-1.81253,-1.23778,0.21434,0.01703,0.04732,-0.91192,0.83596,1,1,1,0,1
389,0.96643,0.97533,0.78931,0.475,-1.63071,0.57401,0.33915,-0.07893,0.01136,1.31156,0.6077,0,0,0,1,0
390,2.12984,0.66218,0.21125,1.00236,-2.47797,0.50397,0.73318,-0.14534,0.00042,0.07908,-0.72042,0,0,0,1,0
391,-0.66843,-2.31571,-1.1616,0.91786,-0.99941,-1.65349,1.18279,0.01959,-0.04598,-2.99116,-2.37098,0,0,0,0,0
392,0.15306,-0.98194,-0.54226,1.28391,-0.1383,-0.10304,-0.02199,-0.03172,0.03571,0.71672,0.31811,1,0,0,0,0
393,-0.31354,-2.0926,0.04082,0.68921,-0.19714,-1.37211,-1.40778,0.13741,-0.0509,0.58963,0.48775,1,0,0,1,0
394,1.89973,-0.30059,0.03947,0.33927,-0.15066,-0.63172,-0.4451,-0.05459,-0.04156,-0.85929,-3.8828,0,0,1,1,1
395,0.99678,0.07039,1.67803,1.3076,-1.71106,-0.82225,-0.05594,-0.10374,-0.0315,0.21726,-1.55151,0,0,0,1,1
396,-0.37684,2.64912,-1.00879,1.32902,0.50315,0.54741,-1.93577,0.06958,-0.00491,-1.3594,-1.33658,0,0,0,0,0
397,-2.3867,7.08474,0.50447,0.78081,-0.06037,-0.00654,1.28866,0.07253,-0.00815,-0.97026,-0.12247,1,0,0,1,0
398,0.86807,-0.7978,1.29129,0.85704,0.43305,-1.12847,0.04238,-0.00313,-0.06376,0.99855,-1.50504,0,0,0,1,1
399,0.48567,-0.02709,1.91716,1.59607,-2.19276,0.60405,0.28135,0.04764,-0.06665,-0.77173,-0.3572,0,0,0,0,0
400,0.90937,0.24069,-0.22352,1.43135,0.01149,-1.24704,1.26553,-0.02377,-0.008,-2.36973,-0.6158,0,0,0,0,1
401,-2.11788,-1.40007,0.49314,0.88477,-1.48777,0.16409,-0.73014,0.00339,-0.00424,-0.5633,-0.53872,0,0,0,1,0
402,-0.33105,-0.20299,0.55581,1.58632,-0.69732,-0.75121,0.47404,0.0965,-0.05967,-0.57859,-1.37459,0,0,0,0,0
403,0.5981,-0.74511,0.25639,0.75514,0.23436,-0.39254,-0.20986,0.04253,-0.11936,0.69837,-1.25848,1,0,0,1,0
404,0.40646,-0.45756,0.02092,0.71831,-0.20891,0.30342,-0.28409,-0.03693,-0.05037,-0.48566,-1.9204,1,0,1,1,1
405,0.04796,1.33843,0.44878,0.14979,-1.15154,0.31716,-0.87219,0.11524,-0.00882,-0.92158,0.2701,0,0,0,1,0
406,0.24445,1.32732,-1.9258,1.31626,-0.29373,0.96958,1.5656,-0.25649,0.05027,0.54506,0.55665,0,0,0,1,1
407,-1.77853,-1.81987,0.64566,0.16173,-1.83154,-0.1658,-0.4755,0.18521,-0.0999,-0.37921,-1.45593,1,0,0,0,0
408,0.60829,0.58702,0.20094,0.16193,0.85027,0.14516,0.59946,-0.1906,-0.06133,-1.25002,1.98096,0,0,0,0,0
409,-0.04104,0.64749,-0.07798,0.94909,-0.50528,-0.45019,-1.97501,-0.08271,-0.05947,0.655,-0.7719,0,0,1,1,0
410,0.38902,-1.19393,1.73749,1.3514,0.81855,0.04559,1.07999,-0.02409,0.02779,-0.30634,1.99528,1,1,1,0,1
411,1.37571,0.83226,-0.43995,0.50201,-0.82653,0.25159,0.95221,-0.03465,-0.04175,-0.49707,-1.26319,1,1,0,0,1
412,-0.84653,1.00054,-0.22246,0.22671,-0.82358,-0.17865,-0.00257,0.08064,-0.08537,-0.32209,-3.33987,1,0,0,0,0
413,-1.30617,-1.78278,1.69324,0.97013,-1.06419,-1.543,-0.32694,-0.12578,-0.01207,-1.57067,0.3033,0,0,0,0,0
414,2.36018,-0.7342,-0.56565,2.69767,0.57617,0.16518,0.3,0.00608,-0.06023,-1.02765,0.07282,0,0,1,1,1
415,0.01055,0.91736,-0.34009,0.54055,-1.00943,0.19165,2.18879,-0.07782,-0.10122,-0.49642,-0.24841,0,0,0,0,1
416,-0.28457,-0.15305,-0.01762,1.03069,0.3446,-0.64414,-1.86324,0.00951,-0.08464,-0.69466,-1.26335,0,0,0,0,0
417,1.57966,0.81682,0.77259,0.61448,-0.68245,-1.12751,0.68203,-0.02648,0.0467,0.77243,-0.35186,1,0,0,1,1
418,0.24997,0.17529,0.26624,2.03947,-2.27596,1.0807,-1.01162,-0.01071,-0.02079,-0.28259,-1.06689,0,1,1,1,0
419,1.94353,0.54449,-0.9341,0.12102,-0.87031,0.29316,-0.11992,-0.07499,-0.03461,0.3549,-0.75352,1,0,0,1,1
420,0.32144,-1.50622,-0.32573,2.36202,-1.47911,-0.28326,-0.34788,-0.07101,-0.05249,-0.4906,0.96245,0,0,0,1,0
421,2.3299,1.46554,-0.38588,1.94364,-0.2661,-1.00963,-0.52832,0.00873,-0.02539,0.55629,-0.02367,0,0,0,1,1
422,2.29159,1.49619,0.03822,1.00327,-1.49041,-0.75745,-0.11047,0.07437,-0.02599,-0.10247,0.61493,1,0,1,1,1
423,-0.43144,6.1951,0.44067,1.80648,0.62598,0.94207,-1.23417,-0.07983,-0.02539,-0.48658,-0.6478,0,0,0,0,0
424,0.55197,0.04799,0.43456,1.43504,-0.39108,0.01013,0.92918,-0.10688,-0.03426,-0.51328,-0.81303,0,0,1,1,1
425,0.12297,-1.53749,-1.32081,0.78071,-0.4776,-0.54047,-1.89414,0.04135,0.00344,-1.45444,-2.03022,0,0,0,0,1
426,0.38545,0.72484,0.95115,1.05934,0.35589,0.30775,0.43976,-0.02325,-0.03884,0.00692,-0.85505,0,0,0,1,1
427,0.06318,0.08258,0.30206,0.72044,0.66391,-0.75152,-0.42654,0.06305,-0.0889,-0.5402,-5.28167,0,0,1,0,0
428,0.13445,-0.05638,1.20763,0.71319,-0.3201,1.10067,-1.27092,-0.11058,-0.07062,-1.00199,-1.18533,0,0,1,0,1
429,0.9478,1.24188,0.45536,0.42298,-1.0712,0.98224,0.10238,-0.19794,-0.13895,0.60646,-0.42281,0,0,0,0,1
430,-1.89715,-1.0617,0.98106,0.27939,-2.07397,-0.47326,-1.65695,-0.0733,0.06134,-1.75022,0.54551,1,0,0,0,0
431,-1.02956,0.00963,0.47324,1.83739,-0.98605,-0.60294,-0.06029,-0.09664,0.00314,-0.9225,-0.70302,0,0,0,1,0
432,-1.63136,-1.83143,1.17698,2.37656,-0.91721,-2.19451,-1.52288,-0.02788,-0.0815,0.52772,0.22151,0,1,0,1,0
433,0.16083,-0.30437,0.5178,0.57202,-0.19294,-1.28526,0.36127,-0.08368,-0.05409,-0.18448,-3.56968,0,0,0,1,0
434,0.426,-0.15909,0.02167,0.37387,-0.64515,-1.17158,-1.02436,0.0541,-0.07184,-0.54786,-0.38526,0,0,0,1,1
435,1.4188,0.47602,1.91795,0.36371,0.38793,0.00815,-0.55099,-0.04882,0.03713,-0.249,-2.81925,0,0,0,0,1
436,0.21538,-0.5473,0.81123,1.13504,-0.91298,-0.36099,0.19395,-0.00495,-0.11099,-0.32059,-2.11246,0,0,0,1,1
437,1.50427,0.15711,0.559,1.70813,-0.35704,-1.17627,-0.87254,-0.00424,-0.03428,-2.01666,-0.58075,0,1,0,0,1
438,-0.57643,0.21202,-0.92104,0.02705,0.88399,-0.32493,-0.15796,-0.0005,-0.04543,-0.84926,1.6144,1,0,0,1,0
439,-1.45789,6.89876,-0.93065,0.10872,0.04183,0.30427,-1.61383,-0.02241,0.00134,1.11652,0.25681,1,0,0,0,0
440,0.31189,-1.82324,0.33417,0.90017,-0.36004,0.32227,0.53088,0.03106,-0.0452,-1.15932,-0.27265,1,0,0,0,0
441,0.71551,1.6648,0.21642,1.32832,-0.90194,-1.61974,1.66491,-0.09957,-0.12791,-0.8183,-0.3293,0,0,0,1,1
442,0.55404,1.17165,-0.3913,0.56778,-0.93323,-0.20261,2.69221,0.11994,-0.05256,-1.04162,-1.37044,0,0,0,1,0
443,-1.97693,-2.1125,0.21279,0.96226,-1.15061,-1.20667,-0.00883,-0.04365,-0.08861,-0.58702,-1.11598,1,0,0,1,0
444,7.723,0.46297,1.3709,1.11628,-0.84101,0.62138,0.6882,-0.15115,-0.03602,-1.08312,0.34106,0,0,0,1,0
445,-1.10463,-1.09432,0.65632,2.0241,0.45567,0.52732,-1.88063,-0.00119,0.03171,-0.01326,-2.37804,1,1,0,0,0
446,0.34399,0.26439,-0.81281,0.61363,-0.52189,-0.81842,1.40273,-0.10512,-0.12697,-0.30269,0.58958,0,0,0,1,1
447,0.10229,0.2042,0.01079,0.75392,-1.64977,-0.71284,0.67623,0.04653,-0.08001,0.27355,-0.88276,0,0,0,1,1
448,-0.6467,-0.71637,-0.54397,0.41986,1.46817,-0.46901,-0.58393,0.20096,-0.06763,-1.55094,0.93834,1,0,0,0,0
449,0.10527,-1.13793,-0.21016,0.87689,0.01997,-1.90223,1.13718,-0.09866,-0.05908,-0.84034,1.14164,1,0,0,0,0
450,-1.04858,-1.20831,-0.23089,2.09605,-1.70694,0.16877,-0.35448,0.01324,-0.00299,-0.72572,-2.80963,1,0,1,0,0
451,0.09174,-1.135,-0.28212,0.29396,-0.74185,-0.31828,-0.55803,-0.19555,-0.04868,-0.04435,-1.17237,1,0,0,1,0
452,1.80625,-0.74528,-0.90411,0.29709,-0.18911,0.67614,0.37533,0.02539,-0.01921,-1.29322,-1.58329,0,0,1,0,1
453,-0.86535,-0.5629,-0.00212,1.67961,1.40459,-0.97873,-1.16335,-0.10857,-0.07129,0.41565,-3.01909,0,0,0,0,0
454,1.80489,-0.76455,-0.34849,0.65589,-1.40811,-0.5953,0.92162,-0.08248,-0.0285,0.68642,-1.8488,1,0,0,0,1
455,-0.2475,0.32297,-2.24356,1.82118,0.67604,-1.30522,-1.15599,-0.13013,-0.00111,-1.48887,3.36188,0,0,0,0,0
456,-1.67325,1.04938,1.74238,0.64647,1.09949,-0.90343,-1.15005,0.05322,-0.07661,-0.99087,0.61426,0,0,0,1,0
457,0.26964,-0.81216,0.97102,1.08854,-0.92865,-1.04559,-1.00969,0.08073,-0.00093,-1.03193,2.57593,0,0,1,1,0
458,-0.84466,-0.27117,-0.20104,1.29975,-0.57751,0.69678,0.6595,-0.01766,-0.03738,2.13239,0.94365,0,0,0,0,0
459,0.09123,0.13359,0.11506,1.56181,-1.33631,-0.65861,-0.71678,-0.10644,0.01227,-0.9299,-1.41276,0,0,0,0,0
460,-0.86129,2.00184,-0.83732,1.09446,-0.50346,-0.00066,-1.448,0.13895,-0.05007,1.17763,-0.87266,0,0,0,0,0
461,1.8955,0.46537,1.45658,1.72632,-0.33659,-0.40461,-0.70568,-0.09504,-0.02094,-1.76663,0.58265,1,0,0,1,1
462,-0.57689,0.55326,1.61783,2.51923,0.35965,-1.11557,-0.13204,-0.2362,-0.04203,-1.48965,0.35626,1,0,0,0,0
463,-0.80424,0.07233,0.22535,1.31173,0.79018,-0.23464,-1.28097,0.02584,-0.04481,-1.1866,-1.16601,0,0,0,0,0
464,-0.21128,-1.37347,0.91882,1.69541,-1.0481,0.37928,-1.25168,-0.13048,-0.02705,-1.34569,-2.56499,0,0,1,1,1
465,-0.40259,0.63546,0.24023,0.39602,-2.26733,-1.06621,2.0113,0.07886,-0.01316,-0.7679,4.63164,0,0,0,0,1
466,0.07332,0.621,-0.96938,1.0877,-0.32124,0.54729,-0.96057,-0.05811,-0.10248,-1.20878,-0.51172,0,0,0,1,0
467,1.44912,-0.77904,-0.22946,1.3201,-0.00646,-0.77978,-0.42304,0.04037,0.03168,-1.31934,-0.78861,0,0,0,0,1
468,0.95484,0.06519,0.20554,0.80122,-0.05058,-0.48639,-0.46724,0.12015,-0.13298,0.65847,-0.13,0,0,0,1,1
469,-1.12844,0.32418,-0.26364,0.42893,-0.62667,0.32455,-0.52136,-0.14089,-0.07424,0.72379,-0.66409,0,0,0,0,0
470,-0.35352,-0.58206,-0.07492,0.76485,-0.17525,-0.63075,0.52135,-0.07659,-0.04471,0.4493,-0.11591,0,0,1,0,0
471,0.32326,0.79046,0.02688,0.68782,1.21544,-0.06994,0.84814,-0.02757,-0.01938,0.024,1.63042,0,1,0,0,0
472,-2.60681,1.4733,0.0353,1.84058,0.08173,-0.35175,-0.40595,0.13376,0.03881,-0.40726,-0.48682,0,1,0,1,0
473,-1.5822,-1.44054,0.14181,1.85398,-0.67337,0.00349,-1.33648,-0.08584,-0.13291,-0.99703,-2.04407,0,0,1,1,0
474,1.37422,-1.17098,-0.74848,0.95306,-0.8002,-2.00459,1.17444,-0.07945,-0.06538,-1.45316,-0.54247,0,0,0,0,1
475,1.25252,0.59731,-0.47361,1.31496,-0.46985,-1.56375,-0.19534,0.02781,-0.14634,-0.137,-0.9966,0,0,0,1,1
476,0.0751,0.44685,-0.92767,0.91688,1.33674,0.39277,1.63032,-0.07772,-0.03842,-1.67363,1.83585,1,0,0,1,0
477,0.51608,-0.2579,0.88225,0.2534,-0.4833,0.72975,-2.34559,-0.00475,-0.02642,-1.49392,1.45668,0,0,1,1,0
478,0.52102,1.34664,-1.58452,1.20788,-0.31979,-0.82839,0.0954,-0.17515,0.03954,0.65291,-0.13871,1,1,0,1,1
479,2.63513,4.6346,1.02287,1.37339,-0.78231,-0.29522,1.81861,0.20143,-0.03397,1.40065,-2.2181,0,1,0,0,1
480,0.90085,0.82879,1.20908,1.56467,0.79898,0.13578,-0.45326,-0.15477,0.0122,-0.1067,-2.13884,1,1,0,1,1
481,0.23327,-0.84424,-0.14174,1.13343,1.65984,0.45457,-0.32549,-0.05218,-0.01081,0.60646,-0.27732,0,0,0,0,0
482,-1.14196,1.23272,-1.98251,0.64296,0.15061,-1.72214,0.19551,-0.02325,-0.06176,-0.74585,0.20448,1,0,0,0,0
483,-0.74296,1.31058,-0.18905,0.71418,-0.21723,-0.80883,-0.6588,0.17127,-0.11045,-1.83767,-0.86193,0,0,0,0,0
484,7.43351,-0.90562,0.04865,0.96407,-0.26322,-0.36606,-0.41207,-0.15248,-0.02625,0.11217,-1.02025,1,0,0,1,1
485,-0.64401,-0.97646,-0.70848,0.25929,-2.68431,0.46251,-0.43782,0.17837,-0.11461,0.06929,-1.1892,0,0,1,1,0
486,-0.95596,0.23291,-0.31217,1.61371,0.44515,1.89874,-0.72742,0.05572,0.02476,-0.42833,-0.33509,0,0,0,1,0
487,-1.35576,-0.7811,1.32416,0.80484,-0.16583,-0.2824,1.12886,0.02171,-0.0481,-0.74238,-3.87414,1,0,0,1,0
488,-1.96195,-0.56988,0.63194,0.3935,0.12834,-1.22558,0.36108,-0.11846,0.01976,0.46221,-1.95199,0,0,1,1,0
489,0.92431,0.33153,-0.63965,1.35738,-1.01146,0.22181,0.15063,0.03711,-0.06401,-1.48573,-1.24058,1,0,0,0,1
490,1.51293,-1.85518,-1.17808,0.30159,-0.68446,0.9568,0.70857,-0.09235,-0.02656,-1.27378,1.51125,0,0,1,0,1
491,-0.2839,-0.21623,-0.16161,0.77451,-0.71102,-0.01359,-0.36436,0.10667,-0.02953,-1.50811,-1.52072,0,0,0,0,0
492,2.75904,-0.44574,-0.07077,0.84908,0.72162,-0.82532,-0.8742,-0.11711,-0.04225,-0.41503,-0.0293,1,0,0,0,1
493,-0.20476,-0.66991,0.49696,0.4072,-0.67876,0.6664,-0.70262,-0.03132,-0.06163,-1.58789,0.03981,0,0,0,0,1
494,-0.76901,0.98525,-0.32825,0.25037,1.78266,0.43084,-0.09822,-0.07553,-0.02038,-1.18424,1.64687,0,0,0,0,0
495,2.29418,-0.99957,0.5092,1.32804,0.13086,-0.92086,-1.15921,-0.11875,-0.08631,-1.20576,1.59387,1,0,0,1,1
496,1.54196,0.77488,1.64812,2.31285,-1.57568,0.20514,-0.60026,0.05413,-0.10047,-0.76061,-0.38625,1,0,0,1,0
497,-0.00649,-0.79014,0.7524,0.66621,-0.42855,0.69781,-0.61612,0.03355,0.02214,-1.98737,-1.01323,1,0,0,1,0
498,0.41384,-0.53686,0.06153,1.59222,-0.95168,0.84551,2.02456,0.1009,-0.00364,-0.4128,-1.29575,0,0,0,1,1
499,-0.36359,0.32769,-0.04652,2.30361,-2.49438,-0.15316,-2.87381,-0.19799,-0.03671,0.7473,-0.66159,0,0,0,0,0
500,-1.08654,-0.27479,-0.18534,1.13303,1.29947,-0.38646,-0.27962,0.08642,0.04326,-0.36451,-0.95105,0,1,0,1,0
501,1.31536,0.64847,1.04451,0.85053,0.40314,0.88182,1.62569,0.23054,-0.05339,1.04132,0.53044,0,0,0,0,1
502,1.63382,1.34101,-0.40185,1.32301,0.23321,-1.06813,0.02184,-0.06516,0.02614,0.834,0.33046,1,0,0,0,1
503,-1.80767,-0.95088,0.13618,1.60031,-0.1346,0.25086,0.65342,0.16951,-0.03122,0.27774,0.5877,0,0,0,1,0
504,0.56128,-0.64335,0.14096,0.7956,-1.68202,-1.19602,-0.00017,-0.04632,-0.09124,-0.42531,1.58893,0,0,0,0,1
505,-0.73573,-1.48034,-0.30143,0.04312,-0.78362,0.7523,-0.76733,-0.15724,0.0524,-0.4775,2.4943,0,0,0,0,0
506,-0.71374,-1.17155,-0.99797,0.75529,0.54178,-0.30644,-2.34192,-0.05056,0.00954,0.2638,-0.113,1,1,0,0,0
507,-0.2442,2.57138,0.35838,1.12857,-1.35122,0.91487,0.10546,0.08482,-0.04605,-0.89167,1.3492,1,0,0,1,0
508,-0.38634,0.78548,0.0512,0.61874,-2.83177,0.29313,-0.87561,-0.10382,-0.00364,-2.38252,-0.82749,0,1,1,1,0
509,0.09273,-1.53652,0.50019,1.08932,-0.52711,-1.07858,-0.90034,-0.08003,-0.06019,-0.008,1.47751,0,0,0,0,0
510,-0.09219,-1.77174,-0.32688,0.21656,-0.44176,1.0397,-0.59899,0.03935,0.00146,-1.63107,1.29226,1,0,0,1,0
511,-0.30039,0.363,1.07666,1.12439,-0.16444,1.141,1.64486,-0.01969,-0.15955,-1.46214,1.21262,0,0,1,0,1
512,-0.14707,0.33219,-0.60142,1.56938,0.42852,0.60583,2.30484,0.03846,-0.09099,-0.49978,-0.1589,0,0,0,0,1
513,-0.59736,0.2772,1.46963,0.40693,0.33761,-0.70927,0.11721,0.00378,0.00896,-0.59512,-1.30254,0,0,0,0,0
514,-1.84083,-0.72722,-1.29811,0.82272,-0.04123,-0.34481,-0.56477,0.02796,-0.05248,-1.91208,-2.39179,0,0,0,1,0
515,-0.61811,-0.49849,0.44782,0.0865,0.89553,0.01634,-1.27723,-0.06323,-0.02962,-0.33451,-0.36006,0,0,0,0,0
516,0.69452,0.3545,0.48034,0.79537,-1.81897,-0.66297,0.36854,0.00317,-0.10734,0.46614,1.99952,1,0,0,0,1
517,1.25764,0.03617,-0.53645,0.20092,0.20458,1.25388,1.68291,-0.11274,0.05239,-1.62834,-0.76477,0,0,0,0,1
518,-0.66215,-2.71257,0.43952,0.71286,0.32654,0.01546,-0.34734,0.10884,0.01953,0.77248,0.87769,0,0,0,0,0
519,-0.41276,-0.4,1.12361,0.71801,-1.53956,-2.26268,-2.479,-0.08343,-0.05003,-2.06017,0.96593,1,0,0,1,1
520,1.67843,-0.82599,-1.67346,0.7774,-1.80287,0.17148,0.57005,0.09288,-0.06023,1.61732,-0.72553,1,0,0,0,1
521,-1.05889,-0.52561,0.5022,0.28525,-1.04594,-0.37853,0.8854,-0.04336,0.01148,-0.91126,1.67452,0,0,0,0,0
522,0.83441,2.94827,-1.89462,1.5892,-0.96154,-0.15994,-1.68585,0.0002,0.05912,-0.35438,-4.66299,0,0,0,0,1
523,-0.77587,-0.03131,-0.67253,0.89568,0.45342,-0.3949,0.07648,-0.0695,0.00769,-2.39203,-2.13413,0,0,0,0,0
524,0.09088,-0.34235,1.40333,2.79008,-0.91454,0.54564,0.35123,-0.1216,0.06859,-0.56214,-1.67345,0,0,0,1,1
525,-0.94936,0.49282,-0.36543,1.71615,-1.15635,0.79575,-0.17311,-0.19448,-0.08612,-0.27152,-1.52957,0,0,0,0,0
526,-1.26051,-0.25878,-0.8391,1.67315,-0.91163,0.12644,-0.89077,-0.12553,-0.08097,-0.58616,0.20439,0,1,1,0,0
527,-0.68525,-0.26817,-0.05835,1.36544,0.81863,-0.37145,0.91594,-0.05239,-0.09945,-1.06308,0.13506,0,0,0,0,0
528,3.50337,0.42128,1.75433,1.21663,-0.28696,-0.13307,-0.50338,0.00119,-0.01791,-1.44656,0.29099,0,0,0,0,0
529,0.0153,1.93446,-1.36535,0.23627,-0.47925,-0.08432,-1.58519,0.08104,-0.03122,0.63053,0.59412,0,0,0,1,1
530,-1.46413,-1.60218,-0.74105,0.36118,-0.41001,-0.74194,-2.14947,-0.06458,-0.0476,-0.46919,-1.72516,0,0,0,1,0
531,0.70904,0.46521,1.29795,0.50162,0.99206,0.36314,1.16085,-0.1082,0.00046,1.04075,-2.12726,0,0,0,1,1
532,-2.54574,-1.62484,1.58616,1.43425,-1.04917,0.26803,0.51666,-0.16427,0.02162,-1.02648,0.29448,0,0,0,0,0
533,0.0955,0.33569,0.01726,0.901,1.01551,1.13235,-0.01203,0.02801,-0.11628,-0.93479,-1.24535,0,0,0,1,0
534,-1.28482,-1.48199,-0.89124,0.75417,-0.0895,0.90428,-0.54027,0.11832,-0.06985,0.31559,-2.65571,0,0,1,1,0
535,-0.88485,-0.81292,1.77667,1.19095,-0.46042,-0.64854,-0.629,0.10663,0.00101,-2.12297,1.15702,0,0,0,0,0
536,-0.74995,-0.48087,1.37555,0.46511,2.2009,0.55624,-1.17574,0.05099,-0.06339,-1.71346,1.79265,0,0,1,1,0
537,-0.60361,0.51769,0.64316,0.56002,-1.35564,-0.86076,-0.53146,0.04385,-0.07991,0.59748,2.03574,0,0,0,1,0
538,-0.65091,0.60309,-0.54992,0.06402,-0.65369,0.45675,-2.22009,0.14976,0.01093,-1.67193,-0.01949,1,0,0,0,0
539,0.42133,-1.14383,0.06078,0.03736,-1.53243,-0.51329,-0.83606,0.01321,-0.10448,-2.31905,0.6389,1,0,1,0,1
540,-2.01302,-0.31813,-0.02829,1.21949,0.65246,-0.9186,-0.41094,0.04461,-0.05508,1.36853,1.7548,0,0,0,1,0
541,0.82193,-0.65887,0.36468,0.94823,1.38919,0.12404,0.50988,-0.05208,-0.02357,-1.89382,-1.26212,1,0,1,0,1
542,-0.24358,-1.79742,1.2608,2.63423,1.36992,-2.23965,-0.13993,-0.1562,-0.06869,-0.31588,1.36602,0,1,0,1,0
543,1.36043,-0.25808,0.80353,1.8853,0.92395,-1.50078,0.69492,-0.08838,-0.00084,-0.43091,0.11309,0,0,0,1,1
544,1.21302,-0.07601,-0.7619,0.4172,-0.49762,-0.24199,1.24914,-0.02092,-0.06844,-3.31063,1.07057,1,0,0,1,1
545,-2.77275,1.48522,1.2012,0.74425,-0.66524,-0.03405,0.95817,-0.01392,0.03043,-0.76732,-0.02086,0,0,0,0,0
546,-0.56251,-0.00611,0.35051,1.00118,-1.97117,-0.39546,0.37051,0.17263,-0.04629,-0.05159,1.64439,0,0,0,0,0
547,0.07788,-1.4045,0.64965,0.17943,1.73587,-1.36355,-0.08814,-0.01187,-0.00644,-0.14569,0.03529,0,0,0,0,1
548,-0.05215,-0.82569,1.27323,0.23113,0.16898,-0.75431,-1.08079,0.09788,-0.0027,0.40352,-2.52597,0,0,0,1,0
549,0.75419,0.93273,-0.78926,0.79266,-0.79196,0.21297,0.63994,-0.06351,-0.07138,-0.88749,1.87789,0,0,0,1,1
550,0.00948,1.70725,0.07134,0.02272,1.02806,0.36543,1.57975,-0.05117,-0.14267,0.2125,-1.7213,0,0,0,1,0
551,0.03651,-1.76001,-0.32516,1.97182,-1.27276,-0.11298,0.24211,-0.1529,-0.02196,-1.18933,1.57959,0,0,0,0,0
552,-0.25751,3.75111,-1.15429,1.30722,0.10662,0.82547,1.81726,-0.09423,-0.03639,-1.91047,-0.43536,0,0,0,1,0
553,0.72879,2.0213,0.37737,1.34739,-0.47263,0.21792,-1.62557,0.0327,-0.01221,-1.79773,1.46402,0,0,0,1,1
554,-0.15902,0.26594,2.10925,0.85939,0.33868,-0.69796,-1.25416,-0.01924,-0.05133,-1.96211,1.40215,1,1,0,0,0
555,0.22436,-0.96701,-1.37206,0.20473,-0.36357,-0.3244,0.7552,0.07429,-0.06152,0.50959,0.34521,1,0,1,0,1
556,-0.22819,0.21107,0.07418,0.06056,-1.75093,-1.22229,0.16429,-0.00187,0.06042,-2.01457,0.4628,0,0,0,1,0
557,-0.03081,-2.98203,0.61243,0.90672,-0.22442,-0.18651,1.21378,-0.05525,-0.11362,-0.22596,0.33394,0,1,0,1,0
558,-0.83415,-0.32639,0.19846,0.7322,0.74886,0.78968,-0.11547,0.19483,-0.0033,-0.76592,-3.32074,1,0,0,1,0
559,1.1408,0.24616,0.0095,0.34517,-0.32922,0.44823,-0.96798,-0.02939,-0.06873,-0.60265,-0.1225,0,0,1,0,0
560,-0.55655,0.59797,-0.93937,1.08648,0.47512,1.02161,-0.31359,0.0963,-0.05679,0.86361,-1.9741,0,0,0,0,0
561,0.27909,-1.12696,0.28623,0.98423,-1.34553,-0.34231,-1.63268,-0.06012,-0.05586,-0.93843,-0.04322,0,0,0,1,1
562,1.70179,0.50831,-0.50541,2.36285,-0.32626,0.97688,-1.22859,0.05096,-0.08017,0.1116,-2.01441,1,0,0,1,1
563,6.3359,-0.86409,-1.65194,0.7756,-0.92451,-0.25464,0.87244,0.0728,-0.01144,-0.46244,-2.07743,0,0,0,1,1
564,0.116,-0.04242,1.05567,0.56316,0.44698,1.07727,0.77279,0.00085,0.02953,-0.65202,2.1074,0,1,0,1,0
565,1.56964,-0.73498,0.86671,1.25023,-0.26851,-0.11749,0.263,-0.25545,-0.0165,1.79997,1.30417,0,0,1,0,1
566,-0.54874,-0.73052,0.14133,0.38477,0.39007,0.46579,-1.82108,-0.01817,-0.03483,-1.94134,-0.30621,0,0,1,1,0
567,-2.00463,-1.80725,0.28326,1.32296,0.78771,1.08009,-0.4584,0.10305,-0.08932,0.78913,-0.02285,0,0,0,0,0
568,-0.75012,4.93774,0.95945,1.17502,0.39162,-0.25474,-1.325,0.03275,-0.01416,0.15641,-0.67187,0,0,0,0,0
569,-2.65206,0.09721,0.27947,2.04254,-0.02688,0.07471,1.07653,0.02458,0.06782,-0.97952,0.55481,0,0,1,0,0
